parcel_num,Category,building_class,year,acres,sqft
7010-015-038,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7010-015-040,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7010-015-041,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7010-015-044,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7010-015-045,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7010-015-046,Existing,"Warehousing, Distribution, Storage",1980,4,104000
7010-015-047,Existing,"Warehousing, Distribution, Storage",1980,3,65000
7010-015-048,Existing,"Warehousing, Distribution, Storage",1980,12,283000
7010-015-049,Existing,"Warehousing, Distribution, Storage",1980,2,36000
7010-015-052,Existing,"Warehousing, Distribution, Storage",1980,3,78000
7010-015-056,Existing,"Warehousing, Distribution, Storage",1980,6,150000
7010-016-017,Existing,"Warehousing, Distribution, Storage",1980,3,61000
7010-016-020,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7010-016-022,Existing,"Warehousing, Distribution, Storage",1980,2,48000
7010-016-031,Existing,"Warehousing, Distribution, Storage",1980,2,48000
7010-016-033,Existing,"Warehousing, Distribution, Storage",1986,2,47000
7010-016-034,Existing,"Warehousing, Distribution, Storage",1980,3,74000
7010-016-036,Existing,"Warehousing, Distribution, Storage",1983,2,42000
7010-016-040,Existing,"Warehousing, Distribution, Storage",1980,3,61000
7010-016-041,Existing,"Warehousing, Distribution, Storage",1980,3,68000
7010-016-042,Existing,"Warehousing, Distribution, Storage",1980,4,87000
7010-016-043,Existing,"Warehousing, Distribution, Storage",1980,2,59000
7010-016-044,Existing,"Warehousing, Distribution, Storage",1980,2,47000
7010-016-051,Existing,"Warehousing, Distribution, Storage",1986,2,39000
7010-016-052,Existing,"Warehousing, Distribution, Storage",1986,9,220000
7010-016-902,Existing,"Warehousing, Distribution, Storage",1984,2,42000
7011-001-019,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7014-002-002,Existing,"Warehousing, Distribution, Storage",1980,4,106000
7016-001-088,Existing,"Warehousing, Distribution, Storage",2008,7,171000
7022-014-019,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7022-014-023,Existing,"Warehousing, Distribution, Storage",1980,2,59000
7022-014-026,Existing,"Warehousing, Distribution, Storage",1980,7,156000
7022-023-003,Existing,"Warehousing, Distribution, Storage",1980,3,74000
7022-023-004,Existing,"Warehousing, Distribution, Storage",1980,2,47000
7022-023-012,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7022-023-016,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7022-023-020,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7022-023-021,Existing,"Warehousing, Distribution, Storage",1980,2,55000
"7025 Firestone Blvd Buena Park, CA 90621",Existing,warehouse,1980,5,110000
7034-001-001,Existing,"Warehousing, Distribution, Storage",1980,2,45000
7034-001-002,Existing,"Warehousing, Distribution, Storage",1980,4,105000
7034-001-005,Existing,"Warehousing, Distribution, Storage",1982,3,80000
7034-016-021,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7034-016-023,Existing,"Warehousing, Distribution, Storage",1980,1,30000
7034-016-028,Existing,"Warehousing, Distribution, Storage",1980,4,92000
7034-016-037,Existing,"Warehousing, Distribution, Storage",1980,5,108000
7034-017-026,Existing,"Warehousing, Distribution, Storage",1980,4,95000
7034-017-032,Existing,"Warehousing, Distribution, Storage",2019,5,115000
7035-012-905,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7035-016-066,Existing,"Warehousing, Distribution, Storage",1987,1,35000
7035-022-048,Existing,"Warehousing, Distribution, Storage",1980,2,54000
7049-021-007,Existing,"Warehousing, Distribution, Storage",1980,2,38000
7065-001-016,Existing,"Warehousing, Distribution, Storage",2016,3,75000
7065-001-033,Existing,"Warehousing, Distribution, Storage",1980,3,64000
7076-001-055,Existing,"Warehousing, Distribution, Storage",2005,4,91000
7078-019-016,Existing,"Warehousing, Distribution, Storage",1999,4,87000
7102-001-028,Existing,"Warehousing, Distribution, Storage",1980,2,37000
7102-001-031,Existing,"Warehousing, Distribution, Storage",1980,2,39000
7102-001-036,Existing,"Warehousing, Distribution, Storage",1980,2,42000
7102-003-017,Existing,"Warehousing, Distribution, Storage",1980,2,48000
7102-011-017,Existing,"Warehousing, Distribution, Storage",1986,2,36000
7102-012-011,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7102-012-015,Existing,"Warehousing, Distribution, Storage",1980,3,61000
7102-012-016,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7102-013-031,Existing,"Warehousing, Distribution, Storage",1980,1,28000
7102-013-032,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7102-013-033,Existing,"Warehousing, Distribution, Storage",1980,2,52000
7102-016-012,Existing,"Warehousing, Distribution, Storage",1980,1,35000
7102-020-001,Existing,"Warehousing, Distribution, Storage",1980,2,42000
7102-024-006,Existing,"Warehousing, Distribution, Storage",2004,2,48000
7106-013-903,Existing,"Warehousing, Distribution, Storage",1980,4,88000
7107-002-013,Existing,"Warehousing, Distribution, Storage",1992,6,133000
"710E Ball Rd Anaheim, CA 92805",Existing,warehouse,1980,5,121000
7113-001-025,Existing,"Warehousing, Distribution, Storage",1985,1,36000
7113-002-005,Existing,"Warehousing, Distribution, Storage",1994,4,89000
7113-006-039,Existing,"Warehousing, Distribution, Storage",1980,4,105000
7113-007-012,Existing,"Warehousing, Distribution, Storage",1980,2,57000
7113-007-019,Existing,"Warehousing, Distribution, Storage",1980,4,98000
7113-007-020,Existing,"Warehousing, Distribution, Storage",1980,6,148000
7113-013-040,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7115-002-012,Existing,"Warehousing, Distribution, Storage",1980,4,87000
7116-004-020,Existing,"Warehousing, Distribution, Storage",1980,7,176000
7116-018-024,Existing,"Warehousing, Distribution, Storage",1984,1,33000
7116-018-031,Existing,"Warehousing, Distribution, Storage",1989,2,48000
7119-001-014,Existing,"Warehousing, Distribution, Storage",1980,1,36000
7119-001-019,Existing,"Warehousing, Distribution, Storage",1985,13,304000
7119-002-007,Existing,"Warehousing, Distribution, Storage",2021,17,413000
7119-003-006,Existing,"Warehousing, Distribution, Storage",1980,5,113000
7119-003-007,Existing,"Warehousing, Distribution, Storage",1980,4,104000
7119-017-005,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7119-018-031,Existing,"Warehousing, Distribution, Storage",2003,4,95000
7119-019-005,Existing,"Warehousing, Distribution, Storage",1987,4,88000
7119-020-032,Existing,"Warehousing, Distribution, Storage",1980,2,51000
7121-009-042,Existing,"Warehousing, Distribution, Storage",1983,5,113000
7121-011-033,Existing,"Warehousing, Distribution, Storage",1984,7,168000
7121-011-039,Existing,"Warehousing, Distribution, Storage",1989,2,60000
7121-014-016,Existing,"Warehousing, Distribution, Storage",1980,4,107000
7140-014-031,Existing,"Warehousing, Distribution, Storage",1987,2,42000
7148-014-201,Existing,"Warehousing, Distribution, Storage",2000,1,35000
7148-015-015,Existing,"Warehousing, Distribution, Storage",1990,4,100000
7148-020-019,Existing,"Warehousing, Distribution, Storage",1980,1,30000
7149-001-115,Existing,"Warehousing, Distribution, Storage",2013,8,188000
7149-001-116,Existing,"Warehousing, Distribution, Storage",2013,7,177000
7149-001-117,Existing,"Warehousing, Distribution, Storage",2013,6,143000
7149-002-026,Existing,"Warehousing, Distribution, Storage",1985,3,72000
7149-004-047,Existing,"Warehousing, Distribution, Storage",1980,2,40000
7149-004-048,Existing,"Warehousing, Distribution, Storage",1987,1,30000
7149-004-049,Existing,"Warehousing, Distribution, Storage",1980,3,71000
7149-005-007,Existing,"Warehousing, Distribution, Storage",2017,7,167000
7149-005-008,Existing,"Warehousing, Distribution, Storage",2017,5,128000
7149-005-009,Existing,"Warehousing, Distribution, Storage",2017,12,297000
7149-007-007,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7149-007-046,Existing,"Warehousing, Distribution, Storage",1982,2,51000
7149-014-928,Existing,"Warehousing, Distribution, Storage",1980,5,114000
7149-017-003,Existing,"Warehousing, Distribution, Storage",2017,2,46000
7149-017-020,Existing,"Warehousing, Distribution, Storage",2012,4,95000
7149-017-044,Existing,"Warehousing, Distribution, Storage",2017,2,56000
7149-017-048,Existing,"Warehousing, Distribution, Storage",2012,5,116000
7149-017-049,Existing,"Warehousing, Distribution, Storage",2012,2,48000
7149-017-050,Existing,"Warehousing, Distribution, Storage",2012,2,42000
7149-017-055,Existing,"Warehousing, Distribution, Storage",2019,4,105000
7149-017-056,Existing,"Warehousing, Distribution, Storage",2019,5,120000
7149-017-057,Existing,"Warehousing, Distribution, Storage",2019,7,174000
7149-017-058,Existing,"Warehousing, Distribution, Storage",2019,4,107000
7151-001-015,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7151-001-022,Existing,"Warehousing, Distribution, Storage",1980,5,110000
7157-006-009,Existing,"Warehousing, Distribution, Storage",2015,2,55000
7157-012-025,Existing,"Warehousing, Distribution, Storage",2002,2,37000
7157-013-025,Existing,"Warehousing, Distribution, Storage",1980,3,68000
7157-013-027,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7157-014-014,Existing,"Warehousing, Distribution, Storage",1980,2,36000
7157-014-024,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7157-014-028,Existing,"Warehousing, Distribution, Storage",1980,2,37000
7157-039-024,Existing,"Warehousing, Distribution, Storage",1980,1,34000
7161-006-018,Existing,"Warehousing, Distribution, Storage",1988,1,33000
7162-002-080,Existing,"Warehousing, Distribution, Storage",1980,3,68000
7162-016-044,Existing,"Warehousing, Distribution, Storage",1980,1,30000
7163-016-048,Existing,"Warehousing, Distribution, Storage",1980,1,28000
7206-022-073,Existing,"Warehousing, Distribution, Storage",1980,2,42000
7207-023-041,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7208-006-045,Existing,"Warehousing, Distribution, Storage",2002,1,31000
7211-006-041,Existing,"Warehousing, Distribution, Storage",2002,2,55000
7211-025-028,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7212-002-025,Existing,"Warehousing, Distribution, Storage",1986,7,166000
7212-003-007,Existing,"Warehousing, Distribution, Storage",1980,4,92000
7212-003-021,Existing,"Warehousing, Distribution, Storage",2005,2,37000
7212-003-022,Existing,"Warehousing, Distribution, Storage",2005,4,93000
7212-005-007,Existing,"Warehousing, Distribution, Storage",1980,2,46000
7212-005-072,Existing,"Warehousing, Distribution, Storage",1996,3,61000
7212-008-057,Existing,"Warehousing, Distribution, Storage",1981,4,96000
7212-008-103,Existing,"Warehousing, Distribution, Storage",1983,1,32000
7212-020-006,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7212-021-022,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7212-021-023,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7212-021-025,Existing,"Warehousing, Distribution, Storage",1980,2,47000
7212-021-028,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7212-021-035,Existing,"Warehousing, Distribution, Storage",1980,3,67000
7212-021-052,Existing,"Warehousing, Distribution, Storage",1985,2,39000
7212-021-053,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7212-021-054,Existing,"Warehousing, Distribution, Storage",1980,5,128000
7212-022-013,Existing,"Warehousing, Distribution, Storage",1980,3,69000
7212-022-016,Existing,"Warehousing, Distribution, Storage",1980,1,35000
7212-022-018,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7212-022-021,Existing,"Warehousing, Distribution, Storage",1980,1,28000
7216-030-011,Existing,"Warehousing, Distribution, Storage",1997,2,44000
7216-031-003,Existing,"Warehousing, Distribution, Storage",1980,2,39000
7217-001-022,Existing,"Warehousing, Distribution, Storage",2008,1,28000
7217-002-043,Existing,"Warehousing, Distribution, Storage",1984,4,94000
7217-002-052,Existing,"Warehousing, Distribution, Storage",1980,3,73000
7217-002-912,Existing,"Warehousing, Distribution, Storage",1987,12,287000
7218-002-040,Existing,"Warehousing, Distribution, Storage",1997,8,193000
"7220 Cate Dr Buena Park, CA 90621",Existing,warehouse,1980,23,540000
"7221 Cate Dr Buena Park, CA 90621",Existing,warehouse,1980,23,540000
7259-021-035,Existing,"Warehousing, Distribution, Storage",1980,2,38000
727091002,Existing,ct-light industrial,1980,23,560000
727092024,Existing,light industrial,2003,14,332000
727092026,Existing,ct-warehouse/cold storage,2005,42,1005000
7271-004-004,Existing,"Warehousing, Distribution, Storage",1980,1,32000
7271-004-005,Existing,"Warehousing, Distribution, Storage",1980,1,31000
7271-005-003,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7271-005-009,Existing,"Warehousing, Distribution, Storage",1980,1,28000
7271-009-001,Existing,"Warehousing, Distribution, Storage",1980,1,34000
7271-011-007,Existing,"Warehousing, Distribution, Storage",1987,2,46000
7271-017-010,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7271-020-906,Existing,"Warehousing, Distribution, Storage",1980,1,30000
"7300 Chapman Ave Garden Grove, CA 92841",Existing,warehouse,1980,12,281000
"7301 Orangewood Ave Garden Grove, CA 92841",Existing,warehouse,1980,9,222000
7303-012-051,Existing,"Warehousing, Distribution, Storage",1980,2,38000
7304-032-031,Existing,"Warehousing, Distribution, Storage",1980,1,29000
7304-032-033,Existing,"Warehousing, Distribution, Storage",1980,4,105000
7304-032-035,Existing,"Warehousing, Distribution, Storage",1980,1,34000
7306-001-021,Existing,"Warehousing, Distribution, Storage",1980,3,63000
7306-001-025,Existing,"Warehousing, Distribution, Storage",1980,2,44000
7306-001-036,Existing,"Warehousing, Distribution, Storage",1980,2,41000
7306-002-042,Existing,"Warehousing, Distribution, Storage",1980,6,132000
7306-002-052,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7306-002-058,Existing,"Warehousing, Distribution, Storage",1980,1,28000
7306-002-059,Existing,"Warehousing, Distribution, Storage",1980,3,67000
7306-002-060,Existing,"Warehousing, Distribution, Storage",1980,1,35000
7306-002-061,Existing,"Warehousing, Distribution, Storage",1985,1,34000
7306-002-062,Existing,"Warehousing, Distribution, Storage",1980,3,71000
7306-002-063,Existing,"Warehousing, Distribution, Storage",1980,3,70000
7306-002-064,Existing,"Warehousing, Distribution, Storage",1980,2,59000
7306-002-065,Existing,"Warehousing, Distribution, Storage",1980,2,58000
7306-003-033,Existing,"Warehousing, Distribution, Storage",1980,2,37000
7306-003-035,Existing,"Warehousing, Distribution, Storage",1980,2,45000
7306-003-037,Existing,"Warehousing, Distribution, Storage",1980,3,72000
7306-003-038,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7306-003-044,Existing,"Warehousing, Distribution, Storage",1980,5,108000
7306-003-047,Existing,"Warehousing, Distribution, Storage",1980,2,50000
7306-003-051,Existing,"Warehousing, Distribution, Storage",1980,3,66000
7306-003-059,Existing,"Warehousing, Distribution, Storage",1980,5,111000
7306-004-030,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7306-004-031,Existing,"Warehousing, Distribution, Storage",1980,5,108000
7306-004-033,Existing,"Warehousing, Distribution, Storage",1980,2,48000
7306-004-036,Existing,"Warehousing, Distribution, Storage",1980,3,72000
7306-005-038,Existing,"Warehousing, Distribution, Storage",1980,9,208000
7306-005-041,Existing,"Warehousing, Distribution, Storage",1980,5,125000
7306-005-042,Existing,"Warehousing, Distribution, Storage",1980,5,114000
7306-005-043,Existing,"Warehousing, Distribution, Storage",1980,2,49000
7306-006-030,Existing,"Warehousing, Distribution, Storage",1980,6,149000
7306-006-033,Existing,"Warehousing, Distribution, Storage",1980,4,84000
7306-006-035,Existing,"Warehousing, Distribution, Storage",1980,1,33000
7306-006-040,Existing,"Warehousing, Distribution, Storage",1980,9,204000
